,speed1,speed2,speed3,speed4,speed5,speed6,ScenarioID,road,reward,scenario,strategy
16_scenario_5|road1|jerk|sunny_day|random,5.514,6.342,7.041,7.418,8.126,8.444,16_scenario_5,road1,jerk,sunny_day,random
16_scenario_6|road1|jerk|sunny_day|random,8.633,8.343,8.035,5.856,3.754,5.409,16_scenario_6,road1,jerk,sunny_day,random
16_scenario_7|road1|jerk|sunny_day|random,6.223,5.276,6.327,7.844,7.951,8.184,16_scenario_7,road1,jerk,sunny_day,random
16_scenario_8|road1|jerk|sunny_day|random,9.247,9.497,9.747,10.069,10.165,10.253,16_scenario_8,road1,jerk,sunny_day,random
16_scenario_9|road1|jerk|sunny_day|random,9.49,8.374,9.011,7.073,8.196,8.394,16_scenario_9,road1,jerk,sunny_day,random
17_scenario_0|road1|jerk|sunny_day|random,0.25,1.742,4.001,5.843,4.447,3.766,17_scenario_0,road1,jerk,sunny_day,random
17_scenario_1|road1|jerk|sunny_day|random,4.18,4.646,4.081,3.383,2.963,2.234,17_scenario_1,road1,jerk,sunny_day,random
17_scenario_10|road1|jerk|sunny_day|random,7.09,7.2,8.914,9.041,7.067,5.439,17_scenario_10,road1,jerk,sunny_day,random
17_scenario_11|road1|jerk|sunny_day|random,4.329,3.268,2.205,1.436,0.002,1.74,17_scenario_11,road1,jerk,sunny_day,random
17_scenario_12|road1|jerk|sunny_day|random,3.675,4.831,6.384,7.986,6.549,4.988,17_scenario_12,road1,jerk,sunny_day,random
17_scenario_13|road1|jerk|sunny_day|random,3.633,2.254,1.482,1.238,1.009,1.12,17_scenario_13,road1,jerk,sunny_day,random
17_scenario_14|road1|jerk|sunny_day|random,1.878,1.443,1.039,0.009,0.0,0.0,17_scenario_14,road1,jerk,sunny_day,random
17_scenario_15|road1|jerk|sunny_day|random,0.706,0.001,0.133,0.758,0.001,0.0,17_scenario_15,road1,jerk,sunny_day,random
17_scenario_16|road1|jerk|sunny_day|random,0.0,1.288,0.884,0.001,0.0,0.0,17_scenario_16,road1,jerk,sunny_day,random
17_scenario_2|road1|jerk|sunny_day|random,1.857,2.02,3.88,4.421,5.812,6.894,17_scenario_2,road1,jerk,sunny_day,random
17_scenario_3|road1|jerk|sunny_day|random,7.017,7.131,7.215,7.324,7.432,7.628,17_scenario_3,road1,jerk,sunny_day,random
17_scenario_4|road1|jerk|sunny_day|random,7.739,7.03,7.153,7.107,6.941,6.704,17_scenario_4,road1,jerk,sunny_day,random
17_scenario_5|road1|jerk|sunny_day|random,6.373,7.312,6.372,3.957,5.12,6.68,17_scenario_5,road1,jerk,sunny_day,random
17_scenario_6|road1|jerk|sunny_day|random,6.795,7.387,8.135,8.91,9.022,9.124,17_scenario_6,road1,jerk,sunny_day,random
17_scenario_7|road1|jerk|sunny_day|random,9.232,9.493,9.749,10.039,10.134,10.221,17_scenario_7,road1,jerk,sunny_day,random
17_scenario_8|road1|jerk|sunny_day|random,10.309,10.393,10.478,10.562,10.647,10.73,17_scenario_8,road1,jerk,sunny_day,random
17_scenario_9|road1|jerk|sunny_day|random,10.814,9.777,8.381,6.538,4.935,6.899,17_scenario_9,road1,jerk,sunny_day,random
18_scenario_0|road1|jerk|sunny_day|random,0.25,0.02,1.901,3.885,5.36,6.896,18_scenario_0,road1,jerk,sunny_day,random
18_scenario_1|road1|jerk|sunny_day|random,8.117,8.311,8.661,8.773,8.941,9.115,18_scenario_1,road1,jerk,sunny_day,random
18_scenario_10|road1|jerk|sunny_day|random,5.351,4.383,4.094,3.518,3.518,3.063,18_scenario_10,road1,jerk,sunny_day,random
18_scenario_11|road1|jerk|sunny_day|random,2.661,2.494,2.271,2.101,1.928,2.129,18_scenario_11,road1,jerk,sunny_day,random
18_scenario_12|road1|jerk|sunny_day|random,1.431,0.942,2.495,1.924,1.682,1.467,18_scenario_12,road1,jerk,sunny_day,random
18_scenario_13|road1|jerk|sunny_day|random,1.267,1.063,1.43,1.282,1.054,1.225,18_scenario_13,road1,jerk,sunny_day,random
18_scenario_14|road1|jerk|sunny_day|random,1.018,0.771,0.289,1.667,1.28,0.915,18_scenario_14,road1,jerk,sunny_day,random
18_scenario_2|road1|jerk|sunny_day|random,9.217,9.481,9.737,10.059,10.148,10.238,18_scenario_2,road1,jerk,sunny_day,random
18_scenario_3|road1|jerk|sunny_day|random,8.85,7.907,7.152,6.607,6.027,5.741,18_scenario_3,road1,jerk,sunny_day,random
18_scenario_4|road1|jerk|sunny_day|random,5.964,4.856,6.133,7.057,8.426,8.829,18_scenario_4,road1,jerk,sunny_day,random
18_scenario_5|road1|jerk|sunny_day|random,8.932,9.035,9.139,9.266,9.526,9.788,18_scenario_5,road1,jerk,sunny_day,random
18_scenario_6|road1|jerk|sunny_day|random,10.036,10.122,10.208,10.293,10.382,10.466,18_scenario_6,road1,jerk,sunny_day,random
18_scenario_7|road1|jerk|sunny_day|random,10.549,10.636,8.111,7.87,7.316,7.71,18_scenario_7,road1,jerk,sunny_day,random
18_scenario_8|road1|jerk|sunny_day|random,8.537,9.04,6.685,5.47,4.43,6.086,18_scenario_8,road1,jerk,sunny_day,random
18_scenario_9|road1|jerk|sunny_day|random,5.154,4.037,5.935,6.12,5.541,5.211,18_scenario_9,road1,jerk,sunny_day,random
19_scenario_0|road1|jerk|sunny_day|random,0.25,1.697,3.88,5.714,6.617,8.014,19_scenario_0,road1,jerk,sunny_day,random
19_scenario_1|road1|jerk|sunny_day|random,8.267,7.321,7.402,7.498,6.536,7.535,19_scenario_1,road1,jerk,sunny_day,random
19_scenario_10|road1|jerk|sunny_day|random,6.983,7.733,6.108,6.651,5.467,4.341,19_scenario_10,road1,jerk,sunny_day,random
19_scenario_11|road1|jerk|sunny_day|random,5.595,5.194,4.868,3.847,2.957,3.14,19_scenario_11,road1,jerk,sunny_day,random
19_scenario_12|road1|jerk|sunny_day|random,2.712,2.313,2.215,2.464,2.608,2.019,19_scenario_12,road1,jerk,sunny_day,random
19_scenario_13|road1|jerk|sunny_day|random,2.561,2.0,1.659,1.407,1.506,2.054,19_scenario_13,road1,jerk,sunny_day,random
19_scenario_14|road1|jerk|sunny_day|random,1.689,1.345,1.088,0.835,1.27,1.041,19_scenario_14,road1,jerk,sunny_day,random
19_scenario_15|road1|jerk|sunny_day|random,0.001,0.0,0.0,1.424,1.141,0.846,19_scenario_15,road1,jerk,sunny_day,random
19_scenario_16|road1|jerk|sunny_day|random,0.001,1.012,0.81,0.001,0.0,1.016,19_scenario_16,road1,jerk,sunny_day,random
19_scenario_2|road1|jerk|sunny_day|random,8.179,7.229,5.889,4.339,6.174,5.234,19_scenario_2,road1,jerk,sunny_day,random
19_scenario_3|road1|jerk|sunny_day|random,3.793,2.823,3.743,5.328,5.927,6.105,19_scenario_3,road1,jerk,sunny_day,random
19_scenario_4|road1|jerk|sunny_day|random,6.094,6.651,5.556,5.648,6.423,6.434,19_scenario_4,road1,jerk,sunny_day,random
19_scenario_5|road1|jerk|sunny_day|random,4.193,5.42,6.64,8.639,8.83,8.934,19_scenario_5,road1,jerk,sunny_day,random
19_scenario_6|road1|jerk|sunny_day|random,9.039,9.138,9.252,9.512,9.765,10.028,19_scenario_6,road1,jerk,sunny_day,random
19_scenario_7|road1|jerk|sunny_day|random,10.119,10.206,10.296,10.385,10.468,10.556,19_scenario_7,road1,jerk,sunny_day,random
19_scenario_8|road1|jerk|sunny_day|random,10.64,10.723,10.801,9.474,8.276,7.18,19_scenario_8,road1,jerk,sunny_day,random
19_scenario_9|road1|jerk|sunny_day|random,5.766,4.49,3.259,1.877,3.704,5.713,19_scenario_9,road1,jerk,sunny_day,random
1_scenario_0|road1|jerk|sunny_day|random,0.25,1.591,3.515,5.011,6.511,7.568,1_scenario_0,road1,jerk,sunny_day,random
1_scenario_1|road1|jerk|sunny_day|random,8.163,8.588,8.707,8.823,8.969,9.09,1_scenario_1,road1,jerk,sunny_day,random
1_scenario_10|road1|jerk|sunny_day|random,4.276,5.2,6.772,6.364,5.795,5.953,1_scenario_10,road1,jerk,sunny_day,random
1_scenario_11|road1|jerk|sunny_day|random,5.062,4.488,4.719,4.054,3.667,3.509,1_scenario_11,road1,jerk,sunny_day,random
1_scenario_12_npc_vehicle|road1|jerk|sunny_day|random,3.226,2.819,2.505,2.232,2.188,1.131,1_scenario_12_npc_vehicle,road1,jerk,sunny_day,random
1_scenario_2|road1|jerk|sunny_day|random,9.191,9.434,8.372,7.087,6.155,4.962,1_scenario_2,road1,jerk,sunny_day,random
1_scenario_3|road1|jerk|sunny_day|random,4.294,3.259,3.024,4.492,6.077,6.213,1_scenario_3,road1,jerk,sunny_day,random
1_scenario_4|road1|jerk|sunny_day|random,5.969,6.901,6.399,6.082,4.224,6.336,1_scenario_4,road1,jerk,sunny_day,random
1_scenario_5|road1|jerk|sunny_day|random,6.459,7.142,7.294,7.422,7.724,7.843,1_scenario_5,road1,jerk,sunny_day,random
1_scenario_6|road1|jerk|sunny_day|random,9.111,8.475,8.948,9.048,9.148,9.244,1_scenario_6,road1,jerk,sunny_day,random
1_scenario_7|road1|jerk|sunny_day|random,9.344,8.835,8.939,9.052,9.146,9.282,1_scenario_7,road1,jerk,sunny_day,random
1_scenario_8|road1|jerk|sunny_day|random,9.545,9.808,10.054,9.168,7.731,6.736,1_scenario_8,road1,jerk,sunny_day,random
1_scenario_9|road1|jerk|sunny_day|random,5.112,4.1,2.685,3.972,5.814,4.812,1_scenario_9,road1,jerk,sunny_day,random
2_scenario_0|road1|jerk|sunny_day|random,0.253,1.847,4.19,5.676,6.919,7.977,2_scenario_0,road1,jerk,sunny_day,random
2_scenario_1|road1|jerk|sunny_day|random,8.898,9.022,9.123,9.23,9.49,9.742,2_scenario_1,road1,jerk,sunny_day,random
2_scenario_10|road1|jerk|sunny_day|random,4.977,3.976,4.103,3.859,3.664,3.408,2_scenario_10,road1,jerk,sunny_day,random
2_scenario_11|road1|jerk|sunny_day|random,3.072,2.232,2.036,2.212,2.031,1.859,2_scenario_11,road1,jerk,sunny_day,random
2_scenario_12|road1|jerk|sunny_day|random,1.64,1.379,1.18,1.319,1.645,1.426,2_scenario_12,road1,jerk,sunny_day,random
2_scenario_13|road1|jerk|sunny_day|random,1.191,0.907,0.001,1.144,0.872,0.001,2_scenario_13,road1,jerk,sunny_day,random
2_scenario_14|road1|jerk|sunny_day|random,0.0,0.083,1.048,0.777,0.001,0.0,2_scenario_14,road1,jerk,sunny_day,random
2_scenario_2|road1|jerk|sunny_day|random,10.038,10.131,10.217,10.307,10.391,7.88,2_scenario_2,road1,jerk,sunny_day,random
2_scenario_3|road1|jerk|sunny_day|random,7.226,6.878,6.237,5.397,6.718,4.282,2_scenario_3,road1,jerk,sunny_day,random
2_scenario_4|road1|jerk|sunny_day|random,6.425,5.211,7.265,5.608,4.507,5.916,2_scenario_4,road1,jerk,sunny_day,random
2_scenario_5|road1|jerk|sunny_day|random,7.321,7.458,8.301,9.416,9.676,9.961,2_scenario_5,road1,jerk,sunny_day,random
2_scenario_6|road1|jerk|sunny_day|random,10.053,10.145,10.234,9.846,9.431,9.683,2_scenario_6,road1,jerk,sunny_day,random
2_scenario_7|road1|jerk|sunny_day|random,9.996,10.09,10.18,10.267,9.48,8.753,2_scenario_7,road1,jerk,sunny_day,random
2_scenario_8|road1|jerk|sunny_day|random,8.821,7.721,5.409,4.656,6.099,8.191,2_scenario_8,road1,jerk,sunny_day,random
2_scenario_9|road1|jerk|sunny_day|random,9.231,7.154,8.217,6.154,4.867,3.817,2_scenario_9,road1,jerk,sunny_day,random
3_scenario_0|road1|jerk|sunny_day|random,0.25,0.02,1.851,4.1,5.875,7.197,3_scenario_0,road1,jerk,sunny_day,random
3_scenario_1|road1|jerk|sunny_day|random,7.955,8.363,8.76,8.859,9.047,9.149,3_scenario_1,road1,jerk,sunny_day,random
3_scenario_10|road1|jerk|sunny_day|random,4.099,3.463,3.597,4.086,3.246,2.538,3_scenario_10,road1,jerk,sunny_day,random
3_scenario_11|road1|jerk|sunny_day|random,2.774,1.989,1.769,1.621,1.384,0.997,3_scenario_11,road1,jerk,sunny_day,random
3_scenario_12|road1|jerk|sunny_day|random,0.001,0.0,1.286,0.922,1.007,1.196,3_scenario_12,road1,jerk,sunny_day,random
3_scenario_13|road1|jerk|sunny_day|random,1.416,1.18,0.943,0.345,1.201,0.987,3_scenario_13,road1,jerk,sunny_day,random
3_scenario_14|road1|jerk|sunny_day|random,0.727,0.044,0.874,0.001,1.091,0.001,3_scenario_14,road1,jerk,sunny_day,random
3_scenario_2|road1|jerk|sunny_day|random,9.296,9.546,9.79,10.051,10.143,10.23,3_scenario_2,road1,jerk,sunny_day,random
3_scenario_3|road1|jerk|sunny_day|random,7.891,7.234,6.705,6.013,5.802,5.963,3_scenario_3,road1,jerk,sunny_day,random
3_scenario_4|road1|jerk|sunny_day|random,6.211,4.916,6.663,6.803,8.186,9.356,3_scenario_4,road1,jerk,sunny_day,random
3_scenario_5|road1|jerk|sunny_day|random,9.605,9.873,9.955,10.042,10.126,10.212,3_scenario_5,road1,jerk,sunny_day,random
3_scenario_6|road1|jerk|sunny_day|random,10.3,10.388,10.474,10.555,10.638,10.721,3_scenario_6,road1,jerk,sunny_day,random
3_scenario_7|road1|jerk|sunny_day|random,10.804,10.105,8.995,9.043,9.201,7.512,3_scenario_7,road1,jerk,sunny_day,random
3_scenario_8|road1|jerk|sunny_day|random,8.261,8.401,8.762,8.451,8.175,7.293,3_scenario_8,road1,jerk,sunny_day,random
3_scenario_9|road1|jerk|sunny_day|random,6.453,5.561,5.41,5.203,3.808,4.058,3_scenario_9,road1,jerk,sunny_day,random
4_scenario_0|road1|jerk|sunny_day|random,0.261,1.792,3.902,5.61,6.862,8.024,4_scenario_0,road1,jerk,sunny_day,random
4_scenario_1|road1|jerk|sunny_day|random,9.118,9.218,9.473,9.726,10.032,10.122,4_scenario_1,road1,jerk,sunny_day,random
4_scenario_10|road1|jerk|sunny_day|random,8.069,7.163,6.913,6.646,6.011,5.217,4_scenario_10,road1,jerk,sunny_day,random
4_scenario_11|road1|jerk|sunny_day|random,4.867,4.223,3.996,3.408,3.193,3.477,4_scenario_11,road1,jerk,sunny_day,random
4_scenario_12|road1|jerk|sunny_day|random,3.317,2.582,2.291,2.113,1.938,1.779,4_scenario_12,road1,jerk,sunny_day,random
4_scenario_13|road1|jerk|sunny_day|random,1.702,1.529,1.899,1.75,1.469,1.27,4_scenario_13,road1,jerk,sunny_day,random
4_scenario_14|road1|jerk|sunny_day|random,1.716,1.484,1.174,0.937,0.002,1.533,4_scenario_14,road1,jerk,sunny_day,random
4_scenario_2|road1|jerk|sunny_day|random,10.213,10.306,8.469,6.665,4.726,2.922,4_scenario_2,road1,jerk,sunny_day,random
4_scenario_3|road1|jerk|sunny_day|random,1.616,1.201,2.549,2.838,3.842,5.404,4_scenario_3,road1,jerk,sunny_day,random
4_scenario_4|road1|jerk|sunny_day|random,5.504,6.554,6.276,5.946,6.114,4.935,4_scenario_4,road1,jerk,sunny_day,random
4_scenario_5|road1|jerk|sunny_day|random,6.481,3.786,5.76,6.994,8.272,9.096,4_scenario_5,road1,jerk,sunny_day,random
4_scenario_6|road1|jerk|sunny_day|random,9.197,9.448,9.695,9.953,10.042,8.944,4_scenario_6,road1,jerk,sunny_day,random
4_scenario_7|road1|jerk|sunny_day|random,7.58,6.213,7.653,6.784,6.871,6.633,4_scenario_7,road1,jerk,sunny_day,random
4_scenario_8|road1|jerk|sunny_day|random,6.396,7.32,7.462,7.783,7.977,8.216,4_scenario_8,road1,jerk,sunny_day,random
4_scenario_9|road1|jerk|sunny_day|random,8.887,8.988,9.086,7.702,8.559,8.286,4_scenario_9,road1,jerk,sunny_day,random
5_scenario_0|road1|jerk|sunny_day|random,0.25,1.642,3.574,5.057,6.544,8.062,5_scenario_0,road1,jerk,sunny_day,random
5_scenario_1|road1|jerk|sunny_day|random,8.778,8.898,6.75,4.326,2.843,1.658,5_scenario_1,road1,jerk,sunny_day,random
5_scenario_10|road1|jerk|sunny_day|random,7.307,7.541,8.314,7.107,5.195,4.755,5_scenario_10,road1,jerk,sunny_day,random
5_scenario_11|road1|jerk|sunny_day|random,3.172,2.119,1.397,0.002,0.0,0.0,5_scenario_11,road1,jerk,sunny_day,random
5_scenario_12|road1|jerk|sunny_day|random,1.722,3.315,3.094,2.948,1.896,0.002,5_scenario_12,road1,jerk,sunny_day,random
5_scenario_13|road1|jerk|sunny_day|random,1.546,2.416,2.221,1.994,2.086,1.949,5_scenario_13,road1,jerk,sunny_day,random
5_scenario_14|road1|jerk|sunny_day|random,1.803,1.354,0.957,0.001,1.446,1.241,5_scenario_14,road1,jerk,sunny_day,random
5_scenario_15|road1|jerk|sunny_day|random,1.009,0.001,1.266,1.033,0.777,0.001,5_scenario_15,road1,jerk,sunny_day,random
5_scenario_16_npc_vehicle|road1|jerk|sunny_day|random,0.252,1.283,0.874,0.001,0.0,0.0,5_scenario_16_npc_vehicle,road1,jerk,sunny_day,random
5_scenario_2|road1|jerk|sunny_day|random,1.749,2.663,3.858,5.788,6.662,6.833,5_scenario_2,road1,jerk,sunny_day,random
5_scenario_3|road1|jerk|sunny_day|random,6.986,6.52,6.971,7.113,7.26,7.211,5_scenario_3,road1,jerk,sunny_day,random
5_scenario_4|road1|jerk|sunny_day|random,6.993,6.728,6.439,6.229,6.033,6.267,5_scenario_4,road1,jerk,sunny_day,random
5_scenario_5|road1|jerk|sunny_day|random,6.392,5.418,6.801,4.715,6.586,8.455,5_scenario_5,road1,jerk,sunny_day,random
5_scenario_6|road1|jerk|sunny_day|random,8.852,8.951,9.064,9.172,9.395,9.65,5_scenario_6,road1,jerk,sunny_day,random
5_scenario_7|road1|jerk|sunny_day|random,9.946,10.035,10.123,10.214,10.304,10.391,5_scenario_7,road1,jerk,sunny_day,random
5_scenario_8|road1|jerk|sunny_day|random,10.478,10.565,10.649,10.733,9.923,8.999,5_scenario_8,road1,jerk,sunny_day,random
5_scenario_9|road1|jerk|sunny_day|random,9.072,9.192,6.471,7.626,8.178,9.213,5_scenario_9,road1,jerk,sunny_day,random
6_scenario_0|road1|jerk|sunny_day|random,0.261,1.77,3.978,5.997,6.848,7.687,6_scenario_0,road1,jerk,sunny_day,random
6_scenario_1|road1|jerk|sunny_day|random,8.308,8.428,8.694,8.795,8.904,9.086,6_scenario_1,road1,jerk,sunny_day,random
6_scenario_10|road1|jerk|sunny_day|random,8.279,6.944,5.866,4.951,4.722,4.494,6_scenario_10,road1,jerk,sunny_day,random
6_scenario_11|road1|jerk|sunny_day|random,4.146,3.133,2.981,2.811,2.633,2.455,6_scenario_11,road1,jerk,sunny_day,random
6_scenario_12|road1|jerk|sunny_day|random,2.23,1.715,2.182,2.119,1.765,1.579,6_scenario_12,road1,jerk,sunny_day,random
6_scenario_13|road1|jerk|sunny_day|random,1.388,1.129,0.893,1.564,1.337,1.033,6_scenario_13,road1,jerk,sunny_day,random
6_scenario_14|road1|jerk|sunny_day|random,0.763,0.001,1.56,1.172,0.002,0.0,6_scenario_14,road1,jerk,sunny_day,random
6_scenario_2|road1|jerk|sunny_day|random,9.19,9.432,9.694,7.755,5.724,4.101,6_scenario_2,road1,jerk,sunny_day,random
6_scenario_3|road1|jerk|sunny_day|random,3.089,1.739,1.218,2.792,4.621,6.08,6_scenario_3,road1,jerk,sunny_day,random
6_scenario_4|road1|jerk|sunny_day|random,4.983,3.991,5.326,5.579,5.84,6.224,6_scenario_4,road1,jerk,sunny_day,random
6_scenario_5|road1|jerk|sunny_day|random,3.828,5.642,7.114,8.212,8.329,8.915,6_scenario_5,road1,jerk,sunny_day,random
6_scenario_6|road1|jerk|sunny_day|random,9.023,9.125,9.231,9.489,9.738,10.002,6_scenario_6,road1,jerk,sunny_day,random
6_scenario_7|road1|jerk|sunny_day|random,10.092,10.178,10.269,10.358,10.445,10.531,6_scenario_7,road1,jerk,sunny_day,random
6_scenario_8|road1|jerk|sunny_day|random,10.614,10.699,10.78,9.734,8.29,8.025,6_scenario_8,road1,jerk,sunny_day,random
6_scenario_9|road1|jerk|sunny_day|random,6.58,6.657,7.731,8.294,9.219,7.308,6_scenario_9,road1,jerk,sunny_day,random
7_scenario_0|road1|jerk|sunny_day|random,0.25,1.594,3.522,5.122,6.063,7.674,7_scenario_0,road1,jerk,sunny_day,random
7_scenario_1|road1|jerk|sunny_day|random,8.559,8.957,8.668,8.352,8.042,7.127,7_scenario_1,road1,jerk,sunny_day,random
7_scenario_10|road1|jerk|sunny_day|random,8.67,7.435,6.245,4.972,4.298,3.351,7_scenario_10,road1,jerk,sunny_day,random
7_scenario_11|road1|jerk|sunny_day|random,3.121,2.571,2.192,1.978,2.244,2.085,7_scenario_11,road1,jerk,sunny_day,random
7_scenario_12|road1|jerk|sunny_day|random,1.82,1.655,1.794,1.668,1.457,1.595,7_scenario_12,road1,jerk,sunny_day,random
7_scenario_13|road1|jerk|sunny_day|random,1.402,1.153,1.163,0.944,1.074,1.211,7_scenario_13,road1,jerk,sunny_day,random
7_scenario_2|road1|jerk|sunny_day|random,6.825,6.583,6.767,7.801,7.931,8.104,7_scenario_2,road1,jerk,sunny_day,random
7_scenario_3|road1|jerk|sunny_day|random,7.984,7.297,6.996,6.702,6.493,6.161,7_scenario_3,road1,jerk,sunny_day,random
7_scenario_4|road1|jerk|sunny_day|random,5.89,6.724,4.321,5.786,7.1,7.275,7_scenario_4,road1,jerk,sunny_day,random
7_scenario_5|road1|jerk|sunny_day|random,8.066,8.215,5.884,5.383,5.531,7.159,7_scenario_5,road1,jerk,sunny_day,random
7_scenario_6|road1|jerk|sunny_day|random,7.293,7.506,7.994,8.117,8.35,9.004,7_scenario_6,road1,jerk,sunny_day,random
7_scenario_7|road1|jerk|sunny_day|random,9.105,8.799,8.861,8.958,9.062,9.167,7_scenario_7,road1,jerk,sunny_day,random
7_scenario_8|road1|jerk|sunny_day|random,9.368,9.629,7.323,5.746,7.467,7.936,7_scenario_8,road1,jerk,sunny_day,random
7_scenario_9|road1|jerk|sunny_day|random,8.462,9.576,9.808,10.039,10.242,9.32,7_scenario_9,road1,jerk,sunny_day,random
8_scenario_0|road1|jerk|sunny_day|random,0.25,1.426,3.557,5.329,6.78,8.32,8_scenario_0,road1,jerk,sunny_day,random
8_scenario_1|road1|jerk|sunny_day|random,8.707,8.823,8.928,9.097,9.202,9.459,8_scenario_1,road1,jerk,sunny_day,random
8_scenario_2|road1|jerk|sunny_day|random,9.714,10.043,10.139,10.225,10.315,8.125,8_scenario_2,road1,jerk,sunny_day,random
8_scenario_3|road1|jerk|sunny_day|random,6.92,6.719,5.665,6.183,6.283,6.589,8_scenario_3,road1,jerk,sunny_day,random
8_scenario_4|road1|jerk|sunny_day|random,4.676,6.357,6.558,8.413,9.396,9.65,8_scenario_4,road1,jerk,sunny_day,random
8_scenario_5|road1|jerk|sunny_day|random,9.919,10.013,7.373,5.236,3.395,3.113,8_scenario_5,road1,jerk,sunny_day,random
8_scenario_6|road1|jerk|sunny_day|random,4.289,6.217,8.283,8.601,8.917,9.028,8_scenario_6,road1,jerk,sunny_day,random
8_scenario_7_npc_vehicle|road1|jerk|sunny_day|random,9.129,9.248,9.482,9.734,0.047,0.139,8_scenario_7_npc_vehicle,road1,jerk,sunny_day,random
9_scenario_0|road1|jerk|sunny_day|random,0.25,1.719,3.984,5.262,5.67,7.365,9_scenario_0,road1,jerk,sunny_day,random
9_scenario_1|road1|jerk|sunny_day|random,7.703,8.578,7.064,5.178,3.644,2.154,9_scenario_1,road1,jerk,sunny_day,random
9_scenario_10|road1|jerk|sunny_day|random,9.66,9.943,7.473,5.847,5.197,4.354,9_scenario_10,road1,jerk,sunny_day,random
9_scenario_11|road1|jerk|sunny_day|random,4.113,3.187,3.376,3.156,3.048,2.885,9_scenario_11,road1,jerk,sunny_day,random
9_scenario_12|road1|jerk|sunny_day|random,2.714,1.998,1.871,2.216,2.016,1.791,9_scenario_12,road1,jerk,sunny_day,random
9_scenario_13|road1|jerk|sunny_day|random,1.575,1.301,1.055,1.242,1.594,1.342,9_scenario_13,road1,jerk,sunny_day,random
9_scenario_2|road1|jerk|sunny_day|random,3.874,5.631,6.905,7.578,8.552,8.684,9_scenario_2,road1,jerk,sunny_day,random
9_scenario_3|road1|jerk|sunny_day|random,8.418,7.54,7.094,7.207,6.789,5.761,9_scenario_3,road1,jerk,sunny_day,random
9_scenario_4|road1|jerk|sunny_day|random,4.629,4.142,5.799,5.954,6.283,6.355,9_scenario_4,road1,jerk,sunny_day,random
